ts,symbol,tf,action,price,size,fee,pnl,reasons,reason,confidence,urgency
2025-06-15 21:00:00+00:00,BTCUSD_1H,1H,enter_short,104741.239773,0.477,49.96157137172099,0.0,3.0,,,
2025-06-15 23:00:00+00:00,BTCUSD_1H,1H,enter_long,105673.169475,0.4735,50.036245746412504,0.0,3.0,,,
2025-06-16 01:00:00+00:00,BTCUSD_1H,1H,enter_long,105898.407031,0.4725,50.03699732214749,0.0,3.0,,,
2025-06-16 02:00:00+00:00,BTCUSD_1H,1H,enter_long,105877.16217000001,0.4726,50.03754684154201,0.0,3.0,,,
2025-06-16 03:00:00+00:00,BTCUSD_1H,1H,enter_long,106009.404675,0.472,50.0364390066,0.0,3.0,,,
2025-06-16 04:00:00+00:00,BTCUSD_1H,1H,enter_long,106501.448865,0.4698,50.034380676777,0.0,3.0,,,
2025-06-16 05:00:00+00:00,BTCUSD_1H,1H,enter_long,106672.358418,0.4691,50.0400033338838,0.0,3.0,,,
2025-06-16 06:00:00+00:00,BTCUSD_1H,1H,enter_long,106673.999566,0.469,50.030105796454,0.0,3.0,,,
2025-06-16 07:00:00+00:00,BTCUSD_1H,1H,enter_long,107155.02604900001,0.4669,50.030681662278106,0.0,3.0,,,
2025-06-16 08:00:00+00:00,BTCUSD_1H,1H,enter_long,107272.978558,0.4664,50.0321171994512,0.0,3.0,,,
2025-06-16 09:00:00+00:00,BTCUSD_1H,1H,enter_long,107047.87109300001,0.4674,50.034174948868205,0.0,3.0,,,
2025-06-16 10:00:00+00:00,BTCUSD_1H,1H,enter_long,106923.7943,0.468,50.0403357324,0.0,3.0,,,
2025-06-16 11:00:00+00:00,BTCUSD_1H,1H,enter_long,106974.83,0.4677,50.032127990999996,0.0,3.0,,,
2025-06-16 12:00:00+00:00,BTCUSD_1H,1H,enter_long,106771.707914,0.4686,50.0332223285004,0.0,3.0,,,
2025-06-16 13:00:00+00:00,BTCUSD_1H,1H,exit_time_stop,107119.293969,3.0517499999999997,326.90130536989574,1674.116076738425,,exit_signal_time_stop,0.7,0.5
2025-06-16 13:00:00+00:00,BTCUSD_1H,1H,enter_long,107269.366031,0.4664,50.0304323168584,0.0,3.0,,,
2025-06-16 14:00:00+00:00,BTCUSD_1H,1H,exit_time_stop,107499.327759,1.759075,189.09937997766295,1470.5691726550858,,exit_signal_time_stop,0.715,0.5
2025-06-16 14:00:00+00:00,BTCUSD_1H,1H,enter_long,107649.932241,0.4648,50.0356885056168,0.0,3.0,,,
2025-06-16 15:00:00+00:00,BTCUSD_1H,1H,exit_time_stop,107402.97525300001,1.1119375,119.4253957953827,593.1461400703902,,exit_signal_time_stop,0.73,0.5
2025-06-16 15:00:00+00:00,BTCUSD_1H,1H,enter_long,107553.444747,0.4652,50.0338624963044,0.0,3.0,,,
2025-06-16 16:00:00+00:00,BTCUSD_1H,1H,exit_time_stop,107741.058429,0.78856875,84.9612317690335,528.1756932251351,,exit_signal_time_stop,0.745,0.5
2025-06-16 16:00:00+00:00,BTCUSD_1H,1H,enter_long,107892.001571,0.4638,50.0403103286298,0.0,3.0,,,
2025-06-16 17:00:00+00:00,BTCUSD_1H,1H,exit_time_stop,107714.726874,0.626184375,67.4492789258914,212.5957236723126,,exit_signal_time_stop,0.76,0.5
2025-06-16 17:00:00+00:00,BTCUSD_1H,1H,enter_long,107865.63312599999,0.4639,50.03886720715139,0.0,3.0,,,
2025-06-16 18:00:00+00:00,BTCUSD_1H,1H,exit_time_stop,108237.230865,0.5450421875,58.993857079602115,356.08187491687795,,exit_signal_time_stop,0.7749999999999999,0.5
2025-06-16 18:00:00+00:00,BTCUSD_1H,1H,enter_long,108388.869135,0.4616,50.03230199271601,0.0,3.0,,,
2025-06-16 19:00:00+00:00,BTCUSD_1H,1H,exit_time_stop,108623.42034299999,1.0066421875,109.34491746780951,674.8402704082849,,exit_signal_time_stop,0.9,0.9
2025-06-16 19:00:00+00:00,BTCUSD_1H,1H,enter_long,108775.599657,0.46,50.03677584222,0.0,3.0,,,
