ts,symbol,tf,action,price,size,fee,pnl,reasons,reason
2025-06-20 12:00:00+00:00,BTCUSD_4H,4H,enter_short,104202.442344,0.4641355806336113,9.67281221615457,0.0,4.0,
2025-06-22 12:00:00+00:00,BTCUSD_4H,4H,tp1,98989.88012,0.15316474160909174,3.0323518820989537,798.3807461602717,,take_profit_1R
2025-06-22 12:00:00+00:00,BTCUSD_4H,4H,tp2,98989.88012,0.10262037687809147,2.031675761006299,534.915099927382,,take_profit_2R
2025-06-23 20:00:00+00:00,BTCUSD_4H,4H,stop,105461.557756,0.20835046214642813,4.394592859428965,-262.33727798589007,,stop_loss
2025-06-25 20:00:00+00:00,BTCUSD_4H,4H,enter_long,107443.18008800001,0.37693786448545324,8.09988057117934,0.0,4.0,
2025-07-09 16:00:00+00:00,BTCUSD_4H,4H,tp1,111747.2832,0.12438949528019957,2.7800376312363055,535.3852137356159,,take_profit_1R
2025-07-10 16:00:00+00:00,BTCUSD_4H,4H,tp2,113354.59002,0.08334096183773372,1.8894161121977544,492.66258955001166,,take_profit_2R
2025-07-10 20:00:00+00:00,BTCUSD_4H,4H,tp3,115984.88748,0.0575305185049568,1.3345341430926947,491.4088551793821,,take_profit_3R
2025-07-25 12:00:00+00:00,BTCUSD_4H,4H,enter_short,115682.088648,0.3512002267750037,8.125515153396735,0.0,4.0,
2025-07-27 12:00:00+00:00,BTCUSD_4H,4H,stop,118667.458004,0.3512002267750037,8.335207632363606,-1048.462394834345,,stop_loss
2025-07-31 08:00:00+00:00,BTCUSD_4H,4H,enter_long,118393.008268,0.45650457058897553,10.809389880024074,0.0,4.0,
2025-07-31 16:00:00+00:00,BTCUSD_4H,4H,enter_short,116711.066892,0.42160725116288267,9.841246418524689,0.0,4.0,
2025-08-01 16:00:00+00:00,BTCUSD_4H,4H,tp1,113293.219168,0.13913039288375129,3.1525060187817564,475.52649665695606,,take_profit_1R
2025-08-07 12:00:00+00:00,BTCUSD_4H,4H,stop,116779.34306,0.2824768582791314,6.597492387897938,-19.28643743197723,,stop_loss
2025-08-08 08:00:00+00:00,BTCUSD_4H,4H,enter_long,116977.0221,0.49482903656786514,11.576725429264174,0.0,4.0,
2025-08-10 20:00:00+00:00,BTCUSD_4H,4H,tp1,119261.64625199999,0.1632935820673955,3.8949322839487306,373.06446145776414,,take_profit_1R
2025-08-11 00:00:00+00:00,BTCUSD_4H,4H,tp2,121660.80620400001,0.10940669998515498,2.662101464862622,512.4373622615666,,take_profit_2R
2025-08-13 20:00:00+00:00,BTCUSD_4H,4H,tp3,123316.283748,0.07552377653520698,1.8626622913872257,478.7649801017599,,take_profit_3R
2025-06-20 08:00:00+00:00,BTCUSD_4H,1H,stop,105959.29931999999,0.14660497798010766,3.106832148719247,-1615.253005552832,,stop_loss
