ts,symbol,equity
2025-06-03 16:00:00+00:00,BTCUSD_1H,100000.0
2025-06-03 20:00:00+00:00,BTCUSD_1H,100000.0
2025-06-04 00:00:00+00:00,BTCUSD_1H,100000.0
2025-06-04 04:00:00+00:00,BTCUSD_1H,100000.0
2025-06-04 08:00:00+00:00,BTCUSD_1H,100000.0
2025-06-04 12:00:00+00:00,BTCUSD_1H,100000.0
2025-06-04 16:00:00+00:00,BTCUSD_1H,100000.0
2025-06-04 20:00:00+00:00,BTCUSD_1H,100000.0
2025-06-05 00:00:00+00:00,BTCUSD_1H,100000.0
2025-06-05 04:00:00+00:00,BTCUSD_1H,100000.0
2025-06-05 08:00:00+00:00,BTCUSD_1H,100000.0
2025-06-05 12:00:00+00:00,BTCUSD_1H,100000.0
2025-06-05 16:00:00+00:00,BTCUSD_1H,99972.90342613375
2025-06-05 20:00:00+00:00,BTCUSD_1H,100122.96101176666
2025-06-06 00:00:00+00:00,BTCUSD_1H,99686.04023174252
2025-06-06 04:00:00+00:00,BTCUSD_1H,99394.17319725381
2025-06-06 08:00:00+00:00,BTCUSD_1H,99043.50106939662
2025-06-06 12:00:00+00:00,BTCUSD_1H,98522.10004482188
2025-06-06 16:00:00+00:00,BTCUSD_1H,98911.20733771463
2025-06-06 20:00:00+00:00,BTCUSD_1H,98869.65640687881
2025-06-07 00:00:00+00:00,BTCUSD_1H,98614.96138912826
2025-06-07 04:00:00+00:00,BTCUSD_1H,98622.75301967858
2025-06-07 08:00:00+00:00,BTCUSD_1H,98510.2885002163
2025-06-07 12:00:00+00:00,BTCUSD_1H,98324.4239844263
2025-06-07 16:00:00+00:00,BTCUSD_1H,98254.26828477827
2025-06-07 20:00:00+00:00,BTCUSD_1H,98328.48378737517
2025-06-08 00:00:00+00:00,BTCUSD_1H,98359.62814908006
2025-06-08 04:00:00+00:00,BTCUSD_1H,98387.66117708397
2025-06-08 08:00:00+00:00,BTCUSD_1H,98280.6171150523
2025-06-08 12:00:00+00:00,BTCUSD_1H,98142.18935795414
2025-06-08 16:00:00+00:00,BTCUSD_1H,97996.75445187981
2025-06-08 20:00:00+00:00,BTCUSD_1H,98255.18572933113
2025-06-09 00:00:00+00:00,BTCUSD_1H,98283.34285611514
2025-06-09 04:00:00+00:00,BTCUSD_1H,98330.49596045245
2025-06-09 08:00:00+00:00,BTCUSD_1H,97354.22415373249
2025-06-09 12:00:00+00:00,BTCUSD_1H,97410.78217276139
2025-06-09 16:00:00+00:00,BTCUSD_1H,99948.73476936319
2025-06-09 20:00:00+00:00,BTCUSD_1H,100999.11880900503
2025-06-10 00:00:00+00:00,BTCUSD_1H,100554.52654234774
2025-06-10 04:00:00+00:00,BTCUSD_1H,100330.22925810289
2025-06-10 08:00:00+00:00,BTCUSD_1H,100532.76645471528
2025-06-10 12:00:00+00:00,BTCUSD_1H,100186.93649055652
2025-06-10 16:00:00+00:00,BTCUSD_1H,100502.24404608081
2025-06-10 20:00:00+00:00,BTCUSD_1H,100998.52947329833
2025-06-11 00:00:00+00:00,BTCUSD_1H,100637.41563806437
2025-06-11 04:00:00+00:00,BTCUSD_1H,100453.24499160843
2025-06-11 08:00:00+00:00,BTCUSD_1H,100315.98158167688
2025-06-11 12:00:00+00:00,BTCUSD_1H,100644.09261733493
2025-06-11 16:00:00+00:00,BTCUSD_1H,100006.80052701576
2025-06-11 20:00:00+00:00,BTCUSD_1H,99942.34274362115
2025-06-12 00:00:00+00:00,BTCUSD_1H,99432.01687890745
2025-06-12 04:00:00+00:00,BTCUSD_1H,99274.19148140654
2025-06-12 08:00:00+00:00,BTCUSD_1H,98817.60526168517
