ts,symbol,tf,action,price,size,fee,pnl,reasons,reason
2018-01-10 02:00:00+00:00,BTCUSD_1H,1H,enter_short,100945.82842199999,0.482576572837693,48.71409192215054,0.0,4.0,
2018-01-10 22:00:00+00:00,BTCUSD_1H,1H,enter_long,103076.773269,0.568000168777193,58.54762461380045,0.0,4.0,
2018-01-11 02:00:00+00:00,BTCUSD_1H,1H,tp1,105557.95766999999,0.18744005569647368,19.78578946487081,465.07334231666005,,take_profit_1R
2018-01-12 06:00:00+00:00,BTCUSD_1H,1H,tp2,106462.983708,0.12558483731663736,13.370136489212992,425.2566871017145,,take_profit_2R
2018-01-16 15:00:00+00:00,BTCUSD_1H,1H,tp3,108441.497778,0.08669159375978784,9.400966272073314,465.0765177674059,,take_profit_3R
2018-01-18 01:00:00+00:00,BTCUSD_1H,1H,enter_short,107075.024979,1.0167000241103121,108.86318047776156,0.0,4.0,
2018-01-18 18:00:00+00:00,BTCUSD_1H,1H,tp1,106024.86549,0.33551100795640304,35.57250948899195,352.34006866937045,,take_profit_1R
2018-01-19 11:00:00+00:00,BTCUSD_1H,1H,stop,107201.838795,0.6811890161539091,73.02471509865602,-86.38417855576897,,stop_loss
2018-01-20 01:00:00+00:00,BTCUSD_1H,1H,enter_long,109566.112629,0.8964773562626599,98.22353898562275,0.0,4.0,
2018-01-21 17:00:00+00:00,BTCUSD_1H,1H,stop,107938.49013,0.8964773562626599,96.76441227072561,-1459.126714897135,,stop_loss
2018-01-22 01:00:00+00:00,BTCUSD_1H,1H,enter_short,107873.915364,1.2163146015092734,131.20861837920873,0.0,4.0,
2018-01-23 17:00:00+00:00,BTCUSD_1H,1H,stop,108881.153493,1.2163146015092734,132.43373682270834,-1225.118443499587,,stop_loss
2018-01-24 01:00:00+00:00,BTCUSD_1H,1H,enter_long,109316.988364,1.2503751125337617,136.68724162748842,0.0,4.0,
2018-01-24 16:00:00+00:00,BTCUSD_1H,1H,stop,108280.290702,1.2503751125337617,135.39098067170167,-1296.260955786745,,stop_loss
2018-01-25 03:00:00+00:00,BTCUSD_1H,1H,enter_short,108194.051112,1.1627655881185253,125.80431947217046,0.0,4.0,
2018-01-25 22:00:00+00:00,BTCUSD_1H,1H,stop,109264.791852,1.1627655881185253,127.04933995843903,-1245.0204862685578,,stop_loss
2018-01-26 02:00:00+00:00,BTCUSD_1H,1H,enter_long,109023.683194,1.1776779555510675,128.3947883305572,0.0,4.0,
2018-01-26 23:00:00+00:00,BTCUSD_1H,1H,tp1,111713.7456,0.3886337253318523,43.415729123302825,1045.4489742189446,,take_profit_1R
2018-01-26 23:00:00+00:00,BTCUSD_1H,1H,tp2,111713.7456,0.260384595972341,29.088538512612885,700.4508127266928,,take_profit_2R
2018-01-26 23:00:00+00:00,BTCUSD_1H,1H,tp3,111713.7456,0.17974427564393722,20.079906282343078,483.52331860345646,,take_profit_3R
2018-02-01 14:00:00+00:00,BTCUSD_1H,1H,enter_short,116924.015856,0.6487813106494676,75.85811625345481,0.0,4.0,
2018-02-02 12:00:00+00:00,BTCUSD_1H,1H,stop,118808.90806,0.6487813106494676,77.0809990879989,-1222.8828345440859,,stop_loss
2018-02-04 01:00:00+00:00,BTCUSD_1H,1H,enter_long,120409.34758399999,0.6164652586600168,74.22817960345442,0.0,4.0,
2018-02-04 12:00:00+00:00,BTCUSD_1H,1H,stop,118614.631596,0.6164652586600168,73.12179954769074,-1106.3800557636764,,stop_loss
2018-02-05 01:00:00+00:00,BTCUSD_1H,1H,enter_short,117665.246631,0.6356799914274021,74.79744296969723,0.0,4.0,
2018-02-07 11:00:00+00:00,BTCUSD_1H,1H,stop,119497.739905,0.6356799914274021,75.96232227840433,-1164.8793087070876,,stop_loss
2018-02-09 01:00:00+00:00,BTCUSD_1H,1H,enter_long,119530.302683,0.5547542438699671,66.30994268445596,0.0,4.0,
2018-02-09 17:00:00+00:00,BTCUSD_1H,1H,stop,117337.806,0.5547542438699671,65.09364584489089,-1216.2968395650787,,stop_loss
2018-02-11 01:00:00+00:00,BTCUSD_1H,1H,enter_short,118502.06045100001,0.795818994380381,94.30619058011794,0.0,4.0,
2018-02-11 06:00:00+00:00,BTCUSD_1H,1H,tp1,116490.92660800001,0.26262026814552575,30.59287838231372,528.1645091252026,,take_profit_1R
2018-02-11 07:00:00+00:00,BTCUSD_1H,1H,tp2,115480.78,0.17595557965750222,20.319487584200488,531.611153063587,,take_profit_2R
