timestamp,open,high,low,close,volume
2024-04-12,70020.71,71265.74,65110.31,67148.61,2255.1061632666924
2024-04-13,67148.62,69100.0,60822.01,64024.77,2494.256400436095
2024-04-14,64021.36,65890.91,62150.0,65777.05,1538.2703232971544
2024-04-15,65764.56,66928.82,62315.08,63452.18,1505.889085483898
2024-04-16,63452.18,64400.0,61645.09,63814.94,1000.0
2024-04-17,63814.94,64524.14,59648.33,61279.36,2636.012671008827
2024-04-18,61275.73,64210.0,60816.07,63513.85,2330.2274303764916
2024-04-19,63514.84,65498.99,59573.32,63848.37,1000.0
2024-04-20,63841.96,65463.08,63121.15,64968.87,1817.4545696821128
2024-04-21,64960.82,65725.81,64250.0,64952.92,1000.0
2024-04-22,64952.92,67272.73,64520.0,66859.17,1912.6151777068844
2024-04-23,66856.07,67225.66,65823.66,66414.16,1000.0
2024-04-24,66418.0,67077.97,63542.56,64255.78,1526.4037855520173
2024-04-25,64255.77,65287.69,62747.18,64484.44,1000.0
2024-04-26,64484.44,64810.0,63287.76,63742.39,1465.5815617289866
2024-04-27,63742.39,63900.0,62389.0,63422.0,1000.0
2024-04-28,63422.34,64333.33,62743.81,63108.94,1000.0
2024-04-29,63109.76,64200.0,61741.01,63844.85,1470.433932797632
2024-04-30,63845.01,64727.81,59040.3,60622.1,2765.4570192686915
2024-05-01,60621.2,60785.49,56500.0,58265.59,2676.6922003400687
2024-05-02,58267.81,59641.03,56903.79,59071.89,1657.3898489282576
2024-05-03,59070.3,63365.72,58821.05,62913.03,2618.6732370019076
2024-05-04,62913.03,64546.0,62565.82,63902.88,1823.590677177227
2024-05-05,63902.88,64636.75,62908.34,64023.45,1000.0
2024-05-06,64023.45,65523.44,62704.48,63162.24,1578.3327767827661
2024-05-07,63161.35,64415.06,62252.64,62315.76,1279.778880052855
2024-05-08,62315.75,63013.05,60851.04,61169.53,1909.0091076238505
2024-05-09,61169.53,63424.14,60601.6,63073.57,1716.2400905825543
2024-05-10,63073.55,63470.0,60150.0,60787.47,2983.6530218089792
2024-05-11,60787.99,61482.0,60450.13,60814.63,1000.0
2024-05-12,60814.64,61843.45,60576.05,61453.02,1821.7828160013264
2024-05-13,61453.01,63456.18,60738.51,62932.37,2951.680787900174
2024-05-14,62927.44,63103.02,61024.51,61539.84,2371.0872992142085
2024-05-15,61539.7,66480.0,61299.57,66244.69,2835.1476362815047
2024-05-16,66244.68,66772.83,64588.5,65252.18,1982.399834849032
2024-05-17,65252.17,67500.0,65113.46,67046.33,2746.1413002198396
2024-05-18,67046.34,67407.79,66624.06,66923.87,1000.0
2024-05-19,66923.87,67701.91,65852.02,66261.62,1000.0
2024-05-20,66260.04,71560.9,66057.03,71432.17,2727.355930528845
2024-05-21,71432.16,71980.0,69146.01,70142.84,1405.0733826778064
2024-05-22,70142.88,70659.99,68887.52,69109.93,1852.4339499352059
2024-05-23,69109.93,70066.95,66259.0,67940.45,1967.7590404408036
2024-05-24,67932.79,69278.75,66587.91,68547.8,1000.0
2024-05-25,68545.52,69605.03,68487.44,69289.67,1593.9538086932012
2024-05-26,69289.69,69522.0,68097.38,68473.72,1409.432000882166
2024-05-27,68470.8,70613.39,68210.12,69368.72,1379.305743728063
2024-05-28,69366.31,69533.96,67194.59,68321.98,1963.1247995418285
2024-05-29,68321.99,68864.11,67081.66,67569.45,1555.1180687940525
2024-05-30,67569.44,69536.89,67092.91,68338.58,1741.8572703691796
2024-05-31,68338.58,69024.71,66584.47,67472.41,1764.4505522886695
2024-06-01,67473.07,67837.33,67371.28,67719.29,1000.0
2024-06-02,67719.29,68411.0,67260.0,67735.52,1000.0
2024-06-03,67731.14,70295.78,67568.0,68791.0,1912.0058197552462
2024-06-04,68791.04,71108.9,68542.37,70542.32,1915.936284402635
2024-06-05,70541.68,71804.13,70356.49,71121.11,1000.0
2024-06-06,71120.65,71650.56,70093.98,70773.64,1000.0
2024-06-07,70773.63,71974.04,68298.55,69324.53,1560.251720925872
2024-06-08,69326.71,69546.58,69126.22,69304.05,1000.0
2024-06-09,69303.8,69848.94,69123.99,69637.87,1000.0
2024-06-10,69641.08,70187.53,69141.51,69497.73,1000.0
2024-06-11,69495.97,69547.82,66018.69,67316.53,2930.853691693875
2024-06-12,67316.52,70032.0,66883.32,68248.6,1650.934436074639
2024-06-13,68248.59,68474.49,66200.0,66738.85,2804.425497674804
2024-06-14,66746.46,67322.72,65005.0,66004.39,1704.0750795643294
2024-06-15,66004.36,66428.57,65800.86,66192.0,1000.0
2024-06-16,66192.0,66931.18,65999.0,66628.75,1000.0
2024-06-17,66629.38,67274.96,65050.0,66481.81,1000.0
2024-06-18,66481.81,66574.33,64010.01,65152.8,1311.1682965937698
2024-06-19,65150.9,65709.26,64635.48,64943.79,1000.0
2024-06-20,64945.67,66455.52,64500.0,64840.88,1000.0
2024-06-21,64840.89,65017.1,63300.93,64120.28,1328.491221175363
2024-06-22,64120.28,64523.91,63910.01,64235.01,1000.0
2024-06-23,64235.0,64499.95,63125.75,63171.43,1543.1389661921276
2024-06-24,63169.36,63343.91,58414.28,60263.0,2369.045425989821
2024-06-25,60262.16,62400.0,60217.36,61789.71,1724.5162583556732
2024-06-26,61794.47,62470.0,60656.8,60816.68,1349.2004667238432
2024-06-27,60818.86,62346.16,60546.94,61615.39,1834.3857885798702
2024-06-28,61611.43,62170.62,59868.0,60313.35,5808.001142500685
2024-06-29,60312.36,61122.66,60273.8,60885.67,1000.0
2024-06-30,60884.44,62942.67,60611.01,62668.26,1635.1549195758425
