ts,symbol,tf,action,price,size,fee,pnl,reasons,reason
2025-06-27 00:00:00+00:00,ETHUSD_4H,1D,enter_short,2447.040792,0.3622907124188081,0.17730803037031287,0.0,4.0,
2025-06-28 00:00:00+00:00,ETHUSD_4H,1D,enter_short,2420.951232,0.3656364424618824,0.17703759916843828,0.0,4.0,
2025-07-10 00:00:00+00:00,ETHUSD_4H,1D,stop,2778.340892,0.3656364424618824,0.20317253593945064,-130.67468385506183,,stop_loss
2024-12-11 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3652.63836,0.42891105610156616,0.31333139530893855,0.0,4.0,
2024-12-11 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3717.2025240000003,0.43522594444029944,0.323564595836753,0.0,4.0,
2024-12-11 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3788.314068,0.4232906616033041,0.3207115936409649,0.0,4.0,
2024-12-16 16:00:00+00:00,ETHUSD_4H,4H,stop,4059.643208,0.4232906616033041,0.343681811877536,-114.85109118285544,,stop_loss
2024-12-19 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3609.8055,0.5633893503315953,0.40674519509368395,0.0,4.0,
2024-12-19 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3433.955868,0.4785833931562579,0.3286868502512566,0.0,4.0,
2024-12-19 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3412.9842599999997,0.468930035638683,0.32009016613521285,0.0,4.0,
2024-12-20 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3409.495656,0.46121206530762865,0.31450010663222966,0.0,4.0,
2024-12-20 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3386.0950199999997,0.4613823013749193,0.3124568626003507,0.0,4.0,
2024-12-20 08:00:00+00:00,ETHUSD_4H,4H,tp1,3101.24,0.15225615945372337,0.09443657838885301,43.370931346313554,,take_profit_1R
2024-12-20 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3098.76,0.40304703558905325,0.24978920640038696,0.0,4.0,
2024-12-20 12:00:00+00:00,ETHUSD_4H,4H,stop,3373.3588040000004,0.40304703558905325,0.2719244531860869,-110.67623392849954,,stop_loss
2024-12-20 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3370.661196,0.35392144966225786,0.23858985936172797,0.0,4.0,
2024-12-20 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3477.428472,0.33906186425900453,0.23581267610873233,0.0,4.0,
2024-12-20 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3469.081812,0.33441780249284586,0.23202454324738797,0.0,4.0,
2024-12-21 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3464.1637800000003,0.3509123721676358,0.24312358592340083,0.0,4.0,
2024-12-21 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3520.071408,0.3642418565927777,0.2564314689978146,0.0,4.0,
2024-12-21 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3439.6236,0.3694633281256597,0.2541629565511126,0.0,4.0,
2024-12-21 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3387.7843439999997,0.3593613635196878,0.2434877602340982,0.0,4.0,
2024-12-21 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3356.946684,0.355886360401033,0.23893830748581532,0.0,4.0,
2024-12-21 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3335.755164,0.36390480250366486,0.24277946483120008,0.0,4.0,
2024-12-22 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3352.2985439999998,0.4076166074652067,0.2732905119431664,0.0,4.0,
2024-12-22 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3328.458084,0.42565870684884843,0.28335743276720715,0.0,4.0,
2024-12-22 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3377.228568,0.4316724222989639,0.2915712873211643,0.0,4.0,
2024-12-22 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3298.400112,0.42640026802302544,0.28128773836079546,0.0,4.0,
2024-12-22 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3243.05226,0.48143384755053314,0.3122630254678504,0.0,4.0,
2024-12-22 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3277.28856,0.5625426929722341,0.3687229464378991,0.0,4.0,
2024-12-23 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3345.991068,0.5597000007995709,0.37455024068699144,0.0,4.0,
2024-12-23 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3300.039456,0.5567353041763097,0.3674496940659967,0.0,4.0,
2024-12-23 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3333.835932,0.5483873494872575,0.3656466900749722,0.0,4.0,
2024-12-23 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3271.800756,0.5490239139130497,0.359259371320559,0.0,4.0,
2024-12-24 12:00:00+00:00,ETHUSD_4H,4H,stop,3491.936216,0.5490239139130497,0.3834312976886089,-120.85963184024958,,stop_loss
2024-12-26 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3339.1638,0.8502988192993545,0.5678574073174292,0.0,4.0,
2024-12-26 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3335.6652,0.8294035403682556,0.5533225052726372,0.0,4.0,
2024-12-26 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3329.527656,0.9068062284633525,0.6038472832603573,0.0,4.0,
2024-12-29 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3354.337728,1.143249113981935,0.7669687271064354,0.0,4.0,
2024-12-29 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3348.889908,1.3033925445946428,0.8729836277510878,0.0,4.0,
2024-12-31 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3348.799944,0.7577561757128318,0.5075147677585571,0.0,4.0,
2024-12-31 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3328.987872,0.7729596625478958,0.5146346684334316,0.0,4.0,
2025-01-01 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3346.081032,0.7730108773673458,0.5173114068577107,0.0,4.0,
2025-01-01 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3338.204184,0.7921867750076389,0.5288962413679934,0.0,4.0,
2025-01-01 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3332.1965880000002,0.8445742139427131,0.5628574628025382,0.0,4.0,
2025-01-01 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3344.181792,0.8584427847883931,0.5741577460726237,0.0,4.0,
2025-01-01 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3347.830332,0.8549722744705271,0.572460422698292,0.0,4.0,
2025-01-01 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3351.978672,0.9847642896332445,0.6601817791595733,0.0,4.0,
2025-01-02 08:00:00+00:00,ETHUSD_4H,4H,stop,3468.706928,0.9847642896332445,0.6831717427795668,-114.94981809996739,,stop_loss
2025-01-03 16:00:00+00:00,ETHUSD_4H,4H,enter_long,3623.038636,0.9350413421850579,0.6775381817987524,0.0,4.0,
2025-01-07 12:00:00+00:00,ETHUSD_4H,4H,stop,3462.354504,0.9350413421850579,0.6474889205081281,-150.2463064531213,,stop_loss
2025-01-12 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3263.763972,1.0470421060504087,0.6834596605788655,0.0,4.0,
2025-01-12 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3249.939504,1.047857132164725,0.6810944576740577,0.0,4.0,
2025-01-13 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3239.9834880000003,1.1944577161968495,0.7740046555183966,0.0,4.0,
2025-01-13 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3198.190212,1.1174254517591484,0.7147478284911574,0.0,4.0,
2025-01-13 08:00:00+00:00,ETHUSD_4H,4H,tp1,3054.511316,0.368750399080519,0.22527045335419227,52.98165023944834,,take_profit_1R
2025-01-13 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3046.8507720000002,0.7896399241945685,0.4811830025268486,0.0,4.0,
2025-01-13 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3022.1706480000003,0.7781841628405956,0.4703610671350601,0.0,4.0,
2025-01-13 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3134.8255679999997,0.6936049622480738,0.43486611394938723,0.0,4.0,
2025-01-14 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3156.376944,0.6764526821348853,0.42702792991950256,0.0,4.0,
2025-01-14 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3168.6020519999997,0.6851728593242242,0.4342080256058888,0.0,4.0,
2025-01-15 12:00:00+00:00,ETHUSD_4H,4H,stop,3335.923836,0.6851728593242242,0.45713689463999085,-114.64434517051038,,stop_loss
2025-01-17 12:00:00+00:00,ETHUSD_4H,4H,enter_long,3424.0690799999998,0.6122788142783424,0.41929699126190695,0.0,4.0,
2025-01-19 08:00:00+00:00,ETHUSD_4H,4H,stop,3143.79198,0.6122788142783424,0.38497544517043253,-171.60773045737227,,stop_loss
2025-01-22 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3277.1186279999997,0.6319286462282886,0.41418102762430925,0.0,4.0,
2025-01-22 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3260.005476,0.6470816617057071,0.421897952115957,0.0,4.0,
2025-01-22 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3240.05346,0.6883056863882635,0.44602944414399365,0.0,4.0,
2025-01-23 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3223.490088,0.7858810849649723,0.5066559775462548,0.0,4.0,
2025-01-23 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3230.687208,0.8213070515076853,0.5306772370292152,0.0,4.0,
2025-01-23 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3210.595248,0.8620265011575785,0.5535236376533177,0.0,4.0,
2025-01-23 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3258.386124,0.8125174110873805,0.5294990915591049,0.0,4.0,
2025-01-23 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3204.91752,0.791693998959488,0.507462793548825,0.0,4.0,
